"Month_Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"8.21","Assembly Dist. 34",16549,55,1801,390,0,11174,1275,10821
"8.21","Assembly Dist. 35",21886,46,2894,589,0,19049,2185,18088
"8.21","Assembly Dist. 36",12187,47,2831,527,2,12840,1331,22758
"8.21","Assembly Dist. 37",16651,39,2080,356,0,11177,1184,15811
"8.21","Assembly Dist. 38",7387,42,2491,568,5,11139,741,21783
"8.21","Assembly Dist. 39",11377,57,2671,642,11,11337,829,27681
"8.21","Assembly Dist. 40",12977,54,2394,598,4,11026,879,19208
"8.21","Assembly Dist. 41",18555,60,2466,520,0,15356,1824,14768
"8.21","Assembly Dist. 42",13507,45,1392,275,0,9850,1132,7114
"9.20","Assembly Dist. 01",20318,38,1925,335,0,10486,405,12520
"9.20","Assembly Dist. 02",15391,41,1938,418,0,10384,296,16360
"9.20","Assembly Dist. 03",14820,48,1189,260,0,7721,348,6737
"9.20","Assembly Dist. 04",18234,51,2320,530,0,11829,418,18223
"9.20","Assembly Dist. 05",15110,51,1586,383,0,9120,332,11714
"9.20","Assembly Dist. 06",18302,25,1067,192,0,7187,469,3029
"9.20","Assembly Dist. 07",19598,58,1325,246,0,8636,412,6606
"9.20","Assembly Dist. 08",16806,50,1671,365,0,11043,373,10293
"9.20","Assembly Dist. 09",20805,53,2290,508,0,14395,497,15757
"9.20","Assembly Dist. 10",13640,48,1243,261,0,7254,332,6521
"9.20","Assembly Dist. 11",12603,37,905,180,0,6200,328,2838
"9.20","Assembly Dist. 12",19049,50,1756,323,0,10847,439,13288
"9.20","Assembly Dist. 13",14462,32,2056,423,0,10005,311,18167
"9.20","Assembly Dist. 14",14719,47,1029,194,0,7460,375,4990
"9.20","Assembly Dist. 15",15799,52,1386,302,0,7964,340,6305
"9.20","Assembly Dist. 16",15040,74,1538,388,0,9196,562,6020
"9.20","Assembly Dist. 17",21494,48,1660,349,0,10586,454,9391
"9.20","Assembly Dist. 18",17309,70,1589,355,0,9965,428,8568
"9.20","Assembly Dist. 19",13701,36,2090,339,0,10106,339,16855
"9.20","Assembly Dist. 20",15956,62,1564,385,0,8999,409,9257
"9.20","Assembly Dist. 21",14717,49,1757,371,0,9204,310,11924
"9.20","Assembly Dist. 22",16423,33,2327,422,0,11430,359,18942
"9.20","Assembly Dist. 23",16733,37,2838,478,0,12479,347,24733
"9.20","Assembly Dist. 24",15943,118,1532,495,6,8971,433,7456
"9.20","Assembly Dist. 25",17059,99,2166,558,10,10340,397,20235
"9.20","Assembly Dist. 26",17194,91,2451,698,9,12048,460,22757
"9.20","Assembly Dist. 27",15755,123,1850,535,10,9574,400,11738
"9.20","Assembly Dist. 28",12978,25,881,185,0,6358,315,3130
"9.20","Assembly Dist. 29",17041,45,2035,419,0,10998,377,14808
"9.20","Assembly Dist. 30",14740,93,1767,469,11,8990,385,10983
"9.20","Assembly Dist. 31",15380,85,2209,600,8,10177,385,17346
"9.20","Assembly Dist. 32",8835,41,1900,425,8,8069,274,20609
"9.20","Assembly Dist. 33",5179,17,1656,354,4,6628,139,18168
"9.20","Assembly Dist. 34",16815,59,1659,385,0,9412,352,10976
"9.20","Assembly Dist. 35",21289,48,2510,571,0,15822,518,17128
"9.20","Assembly Dist. 36",13570,61,2983,531,5,11216,352,24169
"9.20","Assembly Dist. 37",16848,38,1907,355,0,9572,321,16003
"9.20","Assembly Dist. 38",8089,51,2522,559,5,9412,265,22564
"9.20","Assembly Dist. 39",11676,61,2512,562,10,9451,219,27793
"9.20","Assembly Dist. 40",13310,62,2309,563,4,9159,314,19919
"9.20","Assembly Dist. 41",18279,70,2180,520,0,12396,450,14329
"9.20","Assembly Dist. 42",13691,40,1261,276,0,8017,307,7061
"9.21","Assembly Dist. 01",19782,31,2066,374,0,12572,1614,12155
"9.21","Assembly Dist. 02",14341,36,2106,398,0,11856,1317,15194
"9.21","Assembly Dist. 03",13898,35,1247,269,0,9160,1125,6328
"9.21","Assembly Dist. 04",17286,43,2475,518,0,13477,1590,16936
"9.21","Assembly Dist. 05",14303,43,1704,353,0,10487,1265,11069
"9.21","Assembly Dist. 06",16443,25,1008,180,0,8569,1188,2798
"9.21","Assembly Dist. 07",18286,43,1323,233,0,10123,1304,6305
"9.21","Assembly Dist. 08",15952,48,1794,353,0,13016,1607,10031
"9.21","Assembly Dist. 09",20124,46,2541,501,0,16909,2154,15378
"9.21","Assembly Dist. 10",12822,44,1230,261,0,8826,1165,6202
"9.21","Assembly Dist. 11",11565,26,854,167,0,7417,862,2633
"9.21","Assembly Dist. 12",18452,42,1900,326,0,12892,1589,13006
"9.21","Assembly Dist. 13",13723,21,2190,425,0,11247,1193,17321
"9.21","Assembly Dist. 14",13763,41,1083,201,0,8823,1074,4762
"9.21","Assembly Dist. 15",14850,51,1416,280,0,9677,1059,5988
"9.21","Assembly Dist. 16",12780,61,1381,343,0,10259,1201,5404
"9.21","Assembly Dist. 17",21248,46,1813,360,0,13153,1746,9178
"9.21","Assembly Dist. 18",16267,61,1634,336,0,11700,1421,8116
"9.21","Assembly Dist. 19",13027,29,2175,345,0,12221,1155,16479
"9.21","Assembly Dist. 20",14707,50,1584,362,0,10341,1279,8655
"9.21","Assembly Dist. 21",13784,43,1844,347,0,10429,1177,11289
"9.21","Assembly Dist. 22",15333,28,2439,424,0,12968,1421,17821
"9.21","Assembly Dist. 23",15997,35,3090,498,0,14552,1333,23602
"9.21","Assembly Dist. 24",15660,105,1659,521,7,11242,1082,7516
"9.21","Assembly Dist. 25",16947,93,2374,610,7,11931,1221,19749
"9.21","Assembly Dist. 26",17297,84,2740,755,9,14217,1330,22440
"9.21","Assembly Dist. 27",15656,107,1939,567,9,11416,1160,11635
"9.21","Assembly Dist. 28",12435,26,894,161,0,7951,1003,3116
"9.21","Assembly Dist. 29",15924,47,2135,442,0,12509,1389,14014
"9.21","Assembly Dist. 30",14679,91,1880,500,9,11085,1171,10885
"9.21","Assembly Dist. 31",15333,79,2363,630,8,12173,1295,17223
"9.21","Assembly Dist. 32",8654,37,1995,456,11,9767,764,20903
"9.21","Assembly Dist. 33",4829,15,1724,345,4,8053,506,18670
"9.21","Assembly Dist. 34",15714,52,1708,371,0,10810,1319,10247
"9.21","Assembly Dist. 35",20858,40,2790,546,0,18425,2272,17178
"9.21","Assembly Dist. 36",11964,47,2815,516,2,12923,1397,22454
"9.21","Assembly Dist. 37",15899,37,1991,338,0,10773,1202,15079
"9.21","Assembly Dist. 38",7381,41,2503,570,5,11405,779,21826
"9.21","Assembly Dist. 39",11322,57,2659,640,11,11517,862,27643
"9.21","Assembly Dist. 40",12925,54,2390,586,4,11202,884,19098
"9.21","Assembly Dist. 41",17501,54,2326,489,0,14831,1920,13907
"9.21","Assembly Dist. 42",12795,42,1311,259,0,9570,1188,6726
"5.19","Assembly Dist. 01",18009,45,1581,312,0,8548,242,11195
"5.19","Assembly Dist. 02",13534,42,1674,346,0,8919,162,15194
"5.19","Assembly Dist. 03",14051,52,1035,237,0,6731,257,6406
"5.19","Assembly Dist. 04",16163,57,1925,455,0,9673,216,16303
"5.19","Assembly Dist. 05",13589,45,1373,339,0,7518,197,11068
"5.19","Assembly Dist. 06",17446,36,845,186,0,6363,515,2728
"5.19","Assembly Dist. 07",18049,53,1133,203,0,7317,321,6066
"5.19","Assembly Dist. 08",14398,49,1367,340,0,8601,196,9054
"5.19","Assembly Dist. 09",17169,51,1826,437,0,11104,221,13404
"5.19","Assembly Dist. 10",12719,40,1070,251,0,6241,236,6243
"5.19","Assembly Dist. 11",11718,40,775,194,0,5545,314,2648
"5.19","Assembly Dist. 12",16855,48,1509,298,0,8755,273,11586
"5.19","Assembly Dist. 13",13285,32,1811,355,0,8488,182,16569
"5.19","Assembly Dist. 14",13794,52,911,175,0,6480,316,4634
"5.19","Assembly Dist. 15",14786,55,1214,284,0,7014,325,5817
"5.19","Assembly Dist. 16",13674,54,1291,372,0,8059,488,5487
"5.19","Assembly Dist. 17",18553,46,1386,295,0,8383,277,8254
"5.19","Assembly Dist. 18",15433,72,1342,339,0,8053,292,7692
"5.19","Assembly Dist. 19",12543,43,1879,297,0,8316,205,15024
"5.19","Assembly Dist. 20",14548,59,1377,349,0,7654,289,8647
"5.19","Assembly Dist. 21",13378,52,1576,347,0,7779,178,11055
"5.19","Assembly Dist. 22",14764,33,1982,410,0,9761,181,17422
"5.19","Assembly Dist. 23",14899,47,2509,448,0,10374,172,22546
"5.19","Assembly Dist. 24",15818,183,1531,546,5,9044,493,8062
"5.19","Assembly Dist. 25",15727,122,2092,537,10,9377,349,19901
"5.19","Assembly Dist. 26",15428,107,2245,672,7,10697,373,22025
"5.19","Assembly Dist. 27",14659,137,1709,499,11,8642,348,11623
"5.19","Assembly Dist. 28",12009,21,720,166,0,5420,251,2910
"5.19","Assembly Dist. 29",15383,55,1780,380,0,9145,224,13804
"5.19","Assembly Dist. 30",13765,110,1603,417,10,7588,302,10808
"5.19","Assembly Dist. 31",14164,98,2019,549,9,8557,299,16672
"5.19","Assembly Dist. 32",8723,45,1833,388,11,7024,195,18963
"5.19","Assembly Dist. 33",5741,22,1830,371,2,6379,111,18164
"5.19","Assembly Dist. 34",15044,52,1439,332,0,7870,212,10164
"5.19","Assembly Dist. 35",17947,45,2028,515,0,11988,230,14472
"5.19","Assembly Dist. 36",12107,76,2716,468,6,9037,176,21061
"5.19","Assembly Dist. 37",15059,41,1714,316,0,8296,200,14792
"5.19","Assembly Dist. 38",8148,58,2486,522,2,7511,191,21722
"5.19","Assembly Dist. 39",11327,87,2614,588,8,8653,148,26594
"5.19","Assembly Dist. 40",11809,70,2021,489,4,7335,231,18451
"5.19","Assembly Dist. 41",15392,54,1717,458,0,9288,192,12390
"5.19","Assembly Dist. 42",12302,52,1066,246,0,6518,197,6420
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.19","Assembly Dist. 01",18112,42,1616,308,0,8612,223,11151
"10.19","Assembly Dist. 02",13567,40,1664,348,0,8879,157,14945
"10.19","Assembly Dist. 03",14030,52,1049,232,0,6645,246,6318
"10.19","Assembly Dist. 04",16182,55,1979,465,0,9802,207,16160
"10.19","Assembly Dist. 05",13563,43,1391,341,0,7504,194,10830
"10.19","Assembly Dist. 06",17361,32,849,190,0,6272,479,2716
"10.19","Assembly Dist. 07",17935,53,1134,213,0,7213,307,6017
"10.19","Assembly Dist. 08",14503,45,1391,331,0,8733,185,8978
"10.19","Assembly Dist. 09",17478,45,1862,436,0,11266,217,13435
"10.19","Assembly Dist. 10",12665,36,1100,261,0,6159,219,6139
"10.19","Assembly Dist. 11",11618,37,776,192,0,5458,293,2641
"10.19","Assembly Dist. 12",16901,49,1527,289,0,8848,255,11653
"10.19","Assembly Dist. 13",13305,32,1801,364,0,8542,179,16431
"10.19","Assembly Dist. 14",13633,48,904,159,0,6369,291,4544
"10.19","Assembly Dist. 15",14717,53,1231,292,0,6933,310,5750
"10.19","Assembly Dist. 16",13703,53,1319,371,0,7894,462,5439
"10.19","Assembly Dist. 17",18644,44,1403,297,0,8367,272,8239
"10.19","Assembly Dist. 18",15444,68,1366,340,0,8086,276,7570
"10.19","Assembly Dist. 19",12568,40,1906,296,0,8336,207,15125
"10.19","Assembly Dist. 20",14527,56,1409,351,0,7563,279,8565
"10.19","Assembly Dist. 21",13299,48,1574,349,0,7757,177,10934
"10.19","Assembly Dist. 22",14810,32,2015,408,0,9762,182,17320
"10.19","Assembly Dist. 23",14984,37,2532,451,0,10458,173,22610
"10.19","Assembly Dist. 24",15889,166,1564,539,6,9010,482,7873
"10.19","Assembly Dist. 25",15868,118,2065,538,11,9472,348,19716
"10.19","Assembly Dist. 26",15683,100,2310,684,8,10909,368,22108
"10.19","Assembly Dist. 27",14690,124,1746,501,9,8675,338,11523
"10.19","Assembly Dist. 28",11918,19,743,165,0,5324,247,2863
"10.19","Assembly Dist. 29",15499,49,1819,384,0,9187,221,13559
"10.19","Assembly Dist. 30",13965,103,1638,431,9,7731,309,10682
"10.19","Assembly Dist. 31",14304,99,2014,563,10,8754,294,16527
"10.19","Assembly Dist. 32",8789,41,1878,377,13,7171,196,19191
"10.19","Assembly Dist. 33",4560,14,1340,263,3,4640,72,14977
"10.19","Assembly Dist. 34",14996,49,1435,340,0,7842,207,10054
"10.19","Assembly Dist. 35",18129,38,2061,547,0,12235,231,14483
"10.19","Assembly Dist. 36",12061,69,2682,476,6,9077,173,21047
"10.19","Assembly Dist. 37",15085,39,1738,308,0,8219,194,14682
"10.19","Assembly Dist. 38",8171,54,2520,534,2,7668,194,21826
"10.19","Assembly Dist. 39",11430,87,2643,600,8,8919,147,26960
"10.19","Assembly Dist. 40",12001,70,2074,500,4,7542,236,18491
"10.19","Assembly Dist. 41",15580,52,1796,461,0,9485,183,12419
"10.19","Assembly Dist. 42",12246,48,1083,251,0,6561,182,6298
"12.19","Assembly Dist. 01",18370,39,1658,318,0,8745,226,11281
"12.19","Assembly Dist. 02",13765,38,1713,350,0,9027,159,15081
"12.19","Assembly Dist. 03",14217,50,1067,242,0,6752,246,6367
"12.19","Assembly Dist. 04",16410,54,2034,471,0,9962,212,16379
"12.19","Assembly Dist. 05",13697,42,1405,356,0,7612,196,10901
"12.19","Assembly Dist. 06",17634,31,923,196,0,6333,472,2791
"12.19","Assembly Dist. 07",18187,52,1165,214,0,7299,303,6065
"12.19","Assembly Dist. 08",14752,44,1419,337,0,8879,186,9067
"12.19","Assembly Dist. 09",17860,42,1915,444,0,11473,220,13624
"12.19","Assembly Dist. 10",12843,36,1137,265,0,6242,223,6182
"12.19","Assembly Dist. 11",11869,35,814,196,0,5551,297,2688
"12.19","Assembly Dist. 12",17194,49,1555,301,0,8990,255,11825
"12.19","Assembly Dist. 13",13417,32,1831,365,0,8669,178,16570
"12.19","Assembly Dist. 14",13856,47,928,163,0,6433,293,4582
"12.19","Assembly Dist. 15",14969,53,1263,303,0,7047,310,5819
"12.19","Assembly Dist. 16",14042,51,1376,376,0,8027,466,5492
"12.19","Assembly Dist. 17",18985,42,1436,300,0,8542,271,8346
"12.19","Assembly Dist. 18",15726,68,1428,350,0,8216,272,7662
"12.19","Assembly Dist. 19",12731,39,1935,304,0,8468,209,15297
"12.19","Assembly Dist. 20",14838,54,1432,363,0,7682,278,8649
"12.19","Assembly Dist. 21",13464,46,1613,352,0,7865,178,11015
"12.19","Assembly Dist. 22",15013,31,2060,416,0,9907,182,17449
"12.19","Assembly Dist. 23",15206,38,2578,453,0,10635,177,22893
"12.19","Assembly Dist. 24",16139,159,1593,549,6,9105,478,7956
"12.19","Assembly Dist. 25",16055,119,2086,552,11,9566,350,19847
"12.19","Assembly Dist. 26",15941,100,2340,687,8,11112,367,22235
"12.19","Assembly Dist. 27",14847,125,1777,512,9,8755,333,11635
"12.19","Assembly Dist. 28",12194,19,773,169,0,5384,246,2891
"12.19","Assembly Dist. 29",15672,50,1847,388,0,9314,228,13730
"12.19","Assembly Dist. 30",14099,103,1657,440,9,7828,310,10718
"12.19","Assembly Dist. 31",14449,98,2038,571,10,8834,296,16653
"12.19","Assembly Dist. 32",8529,39,1791,362,13,6828,191,18726
"12.19","Assembly Dist. 33",4731,14,1424,276,3,4996,77,15654
"12.19","Assembly Dist. 34",15182,46,1459,349,0,7938,210,10148
"12.19","Assembly Dist. 35",18420,35,2093,550,0,12498,238,14641
"12.19","Assembly Dist. 36",12234,69,2722,484,6,9251,174,21310
"12.19","Assembly Dist. 37",15297,37,1776,313,0,8329,191,14793
"12.19","Assembly Dist. 38",8203,55,2541,541,2,7752,197,21973
"12.19","Assembly Dist. 39",11501,83,2649,607,8,9037,143,27132
"12.19","Assembly Dist. 40",12133,68,2126,502,4,7623,238,18603
"12.19","Assembly Dist. 41",15870,53,1830,475,0,9694,189,12571
"12.19","Assembly Dist. 42",12435,47,1106,259,0,6636,187,6374
"4.22","Assembly Dist. 01",18088,22,1918,369,0,12586,1319,11915
"4.22","Assembly Dist. 02",14742,34,2196,377,0,13180,1341,15154
"4.22","Assembly Dist. 03",14742,33,1565,337,0,11240,1202,9075
"4.22","Assembly Dist. 04",14993,31,2116,416,0,12415,1248,14942
"4.22","Assembly Dist. 05",15028,37,1812,336,0,12750,1351,11148
"4.22","Assembly Dist. 06",17801,34,1114,192,0,10215,1209,2932
"4.22","Assembly Dist. 07",18234,39,1452,253,0,11729,1287,7038
"4.22","Assembly Dist. 08",14275,29,1707,355,0,13873,1504,9667
"4.22","Assembly Dist. 09",14190,36,1873,379,0,13537,1472,10994
"4.22","Assembly Dist. 10",14431,50,1423,299,0,10943,1198,7891
"4.22","Assembly Dist. 11",12768,31,1076,196,0,9672,921,3135
"4.22","Assembly Dist. 12",16004,34,1479,268,0,11921,1283,10214
"4.22","Assembly Dist. 13",14468,21,2214,427,0,12940,1297,15937
"4.22","Assembly Dist. 14",15129,42,1305,237,0,11049,1095,5232
"4.22","Assembly Dist. 15",12675,49,1411,339,0,11592,1118,5460
"4.22","Assembly Dist. 16",14080,45,1548,318,0,12141,1244,8993
"4.22","Assembly Dist. 17",16527,35,1458,271,0,12212,1439,6837
"4.22","Assembly Dist. 18",15541,47,1583,297,0,12267,1244,7578
"4.22","Assembly Dist. 19",11449,29,2413,382,0,13386,1007,20878
"4.22","Assembly Dist. 20",15283,51,1616,338,0,11889,1144,7454
"4.22","Assembly Dist. 21",15416,56,2141,400,0,13305,1251,13027
"4.22","Assembly Dist. 22",14880,29,2467,414,0,13960,1383,17050
"4.22","Assembly Dist. 23",14745,28,2853,417,0,14172,1092,21617
"4.22","Assembly Dist. 24",14831,84,1730,459,3,12196,955,7977
"4.22","Assembly Dist. 25",17290,91,2054,553,7,12121,968,15828
"4.22","Assembly Dist. 26",15539,71,2643,701,7,13931,1043,22082
"4.22","Assembly Dist. 27",15161,86,1912,523,9,12397,1093,10753
"4.22","Assembly Dist. 28",13289,25,1022,205,0,9893,1036,3961
"4.22","Assembly Dist. 29",14901,36,1860,378,0,13248,1356,11803
"4.22","Assembly Dist. 30",13836,74,1734,476,6,11346,985,9808
"4.22","Assembly Dist. 31",13865,57,2462,620,9,12345,1098,20157
"4.22","Assembly Dist. 32",9685,38,2143,505,5,11059,819,20503
"4.22","Assembly Dist. 33",5527,22,2005,397,3,10239,523,21051
"4.22","Assembly Dist. 34",15990,51,1713,369,0,12255,1297,10085
"4.22","Assembly Dist. 35",14292,28,2057,394,0,14266,1542,12535
"4.22","Assembly Dist. 36",10532,31,2333,447,0,12813,1091,18622
"4.22","Assembly Dist. 37",16972,40,2199,387,0,13138,1264,15095
"4.22","Assembly Dist. 38",7475,44,2517,593,8,13583,703,22310
"4.22","Assembly Dist. 39",11195,50,2792,661,14,13246,835,28681
"4.22","Assembly Dist. 40",13448,55,2547,644,4,12912,798,20731
"4.22","Assembly Dist. 41",15327,37,2086,422,0,13973,1595,11844
"4.22","Assembly Dist. 42",15062,51,1658,311,0,12820,1329,9389
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11.18","Assembly Dist. 01",18726,47,1652,312,0,8875,264,11583
"11.18","Assembly Dist. 02",14173,47,1731,367,0,9244,171,15988
"11.18","Assembly Dist. 03",14573,58,1064,246,0,6969,267,6652
"11.18","Assembly Dist. 04",16760,62,1961,472,0,9977,230,16698
"11.18","Assembly Dist. 05",14170,52,1421,340,0,7772,215,11491
"11.18","Assembly Dist. 06",18108,39,872,180,0,6588,550,2789
"11.18","Assembly Dist. 07",18870,62,1153,207,0,7642,360,6248
"11.18","Assembly Dist. 08",14986,56,1391,354,0,8810,219,9346
"11.18","Assembly Dist. 09",17541,62,1864,465,0,11262,235,13705
"11.18","Assembly Dist. 10",13291,55,1081,265,0,6458,269,6431
"11.18","Assembly Dist. 11",12101,45,792,200,0,5799,348,2724
"11.18","Assembly Dist. 12",17380,53,1520,322,0,8962,293,11679
"11.18","Assembly Dist. 13",13790,42,1864,372,0,8713,196,17025
"11.18","Assembly Dist. 14",14377,57,939,191,0,6723,336,4837
"11.18","Assembly Dist. 15",15373,67,1237,296,0,7329,372,6055
"11.18","Assembly Dist. 16",14303,62,1334,396,0,8388,529,5656
"11.18","Assembly Dist. 17",19166,50,1411,306,0,8694,317,8527
"11.18","Assembly Dist. 18",16022,80,1371,346,0,8357,330,7889
"11.18","Assembly Dist. 19",12828,46,1914,302,0,8497,214,15200
"11.18","Assembly Dist. 20",15245,66,1449,353,0,8042,334,8999
"11.18","Assembly Dist. 21",13947,59,1636,359,0,8097,212,11488
"11.18","Assembly Dist. 22",15380,38,2057,435,0,9995,203,18020
"11.18","Assembly Dist. 23",15235,51,2523,457,0,10370,180,22922
"11.18","Assembly Dist. 24",15739,201,1483,541,5,8965,506,7934
"11.18","Assembly Dist. 25",15469,126,2021,532,9,9084,359,19615
"11.18","Assembly Dist. 26",15083,114,2160,635,7,10231,378,21650
"11.18","Assembly Dist. 27",14412,146,1669,470,10,8415,354,11407
"11.18","Assembly Dist. 28",12563,26,736,168,0,5639,275,2986
"11.18","Assembly Dist. 29",15965,63,1802,417,0,9498,254,14256
"11.18","Assembly Dist. 30",13612,116,1530,402,10,7345,320,10561
"11.18","Assembly Dist. 31",14000,104,1961,524,10,8214,300,16332
"11.18","Assembly Dist. 32",8610,46,1755,366,12,6761,192,18489
"11.18","Assembly Dist. 33",5748,20,1794,365,3,6196,115,17808
"11.18","Assembly Dist. 34",15795,59,1487,367,0,8127,245,10517
"11.18","Assembly Dist. 35",18414,48,2034,535,0,12083,249,14852
"11.18","Assembly Dist. 36",12052,77,2684,471,5,8836,173,20641
"11.18","Assembly Dist. 37",15586,49,1744,316,0,8539,212,15272
"11.18","Assembly Dist. 38",8050,60,2418,497,2,7288,176,21304
"11.18","Assembly Dist. 39",11264,85,2527,575,8,8353,144,26150
"11.18","Assembly Dist. 40",11670,73,1948,467,3,7035,230,18192
"11.18","Assembly Dist. 41",15873,64,1737,444,0,9436,219,12621
"11.18","Assembly Dist. 42",12871,55,1111,263,0,6723,215,6721
"4.19","Assembly Dist. 01",17813,1571,45,242,308,0,8448,11107
"4.19","Assembly Dist. 02",13416,1648,42,164,343,0,8773,15078
"4.19","Assembly Dist. 03",13940,1024,50,257,237,0,6643,6364
"4.19","Assembly Dist. 04",15970,1886,56,212,450,0,9485,16099
"4.19","Assembly Dist. 05",13432,1356,46,198,334,0,7409,10981
"4.19","Assembly Dist. 06",17340,835,36,513,181,0,6312,2704
"4.19","Assembly Dist. 07",17893,1125,54,324,196,0,7240,6014
"4.19","Assembly Dist. 08",14236,1341,50,194,340,0,8424,8965
"4.19","Assembly Dist. 09",16910,1796,52,218,428,0,10880,13197
"4.19","Assembly Dist. 10",12574,1052,43,236,244,0,6163,6181
"4.19","Assembly Dist. 11",11617,767,37,315,190,0,5505,2627
"4.19","Assembly Dist. 12",16683,1490,48,273,297,0,8645,11475
"4.19","Assembly Dist. 13",13190,1792,34,180,344,0,8362,16461
"4.19","Assembly Dist. 14",13711,898,53,315,170,0,6390,4612
"4.19","Assembly Dist. 15",14636,1190,56,323,280,0,6958,5777
"4.19","Assembly Dist. 16",13496,1267,53,480,367,0,7980,5448
"4.19","Assembly Dist. 17",18320,1364,46,278,288,0,8267,8169
"4.19","Assembly Dist. 18",15241,1313,71,289,326,0,7929,7622
"4.19","Assembly Dist. 19",12383,1840,42,201,292,0,8215,14853
"4.19","Assembly Dist. 20",14369,1358,61,291,338,0,7553,8570
"4.19","Assembly Dist. 21",13204,1560,53,179,343,0,7663,10953
"4.19","Assembly Dist. 22",14620,1957,33,177,408,0,9633,17271
"4.19","Assembly Dist. 23",14724,2466,47,171,439,0,10199,22330
"4.19","Assembly Dist. 24",15736,1514,188,498,542,5,8955,7975
"4.19","Assembly Dist. 25",15641,2073,120,351,537,10,9280,19805
"4.19","Assembly Dist. 26",15313,2221,109,367,664,7,10573,21885
"4.19","Assembly Dist. 27",14569,1698,136,349,487,11,8569,11529
"4.19","Assembly Dist. 28",11877,713,20,249,165,0,5359,2879
"4.19","Assembly Dist. 29",15194,1738,56,224,368,0,8987,13647
"4.19","Assembly Dist. 30",13696,1580,109,302,409,10,7487,10704
"4.19","Assembly Dist. 31",14096,2012,98,300,543,9,8453,16555
"4.19","Assembly Dist. 32",8690,1821,45,195,380,10,6955,18827
"4.19","Assembly Dist. 33",5729,1821,21,110,371,2,6314,18028
"4.19","Assembly Dist. 34",14919,1420,52,214,325,0,7781,10082
"4.19","Assembly Dist. 35",17705,1997,47,229,509,0,11764,14275
"4.19","Assembly Dist. 36",12001,2702,76,169,465,5,8911,20783
"4.19","Assembly Dist. 37",14915,1685,39,201,308,0,8210,14689
"4.19","Assembly Dist. 38",8120,2460,58,190,517,2,7437,21573
"4.19","Assembly Dist. 39",11271,2580,88,148,581,8,8558,26419
"4.19","Assembly Dist. 40",11748,1986,70,229,482,4,7250,18299
"4.19","Assembly Dist. 41",15230,1691,54,191,444,0,9100,12200
"4.19","Assembly Dist. 42",12200,1050,51,195,246,0,6407,6393
"3.19","Assembly Dist. 01",17757,1557,45,246,304,0,8382,11033
"3.19","Assembly Dist. 02",13388,1639,43,164,343,0,8737,15023
"3.19","Assembly Dist. 03",13874,1011,50,255,233,0,6587,6353
"3.19","Assembly Dist. 04",15886,1878,57,210,442,0,9423,15992
"3.19","Assembly Dist. 05",13365,1353,47,194,332,0,7359,10936
"3.19","Assembly Dist. 06",17273,833,35,509,180,0,6295,2684
"3.19","Assembly Dist. 07",17876,1124,55,327,193,0,7210,5968
"3.19","Assembly Dist. 08",14157,1329,51,192,338,0,8340,8898
"3.19","Assembly Dist. 09",16790,1792,52,220,430,0,10751,13095
"3.19","Assembly Dist. 10",12509,1035,43,235,244,0,6135,6129
"3.19","Assembly Dist. 11",11579,756,37,317,189,0,5477,2605
"3.19","Assembly Dist. 12",16622,1477,48,270,293,0,8579,11383
"3.19","Assembly Dist. 13",13132,1784,35,181,343,0,8293,16377
"3.19","Assembly Dist. 14",13668,887,53,315,169,0,6344,4594
"3.19","Assembly Dist. 15",14585,1180,57,329,281,0,6925,5767
"3.19","Assembly Dist. 16",13425,1264,54,479,367,0,7933,5403
"3.19","Assembly Dist. 17",18234,1347,46,281,282,0,8212,8097
"3.19","Assembly Dist. 18",15172,1298,70,291,325,0,7845,7555
"3.19","Assembly Dist. 19",12296,1824,41,200,289,0,8138,14727
"3.19","Assembly Dist. 20",14335,1350,60,291,332,0,7507,8528
"3.19","Assembly Dist. 21",13174,1557,52,182,343,0,7626,10901
"3.19","Assembly Dist. 22",14551,1941,35,174,406,0,9546,17178
"3.19","Assembly Dist. 23",14652,2447,48,170,430,0,10119,22180
"3.19","Assembly Dist. 24",15757,1513,188,497,539,5,8989,7950
"3.19","Assembly Dist. 25",15599,2053,121,352,538,9,9228,19785
"3.19","Assembly Dist. 26",15267,2211,111,367,657,7,10526,21834
"3.19","Assembly Dist. 27",14541,1697,136,351,483,11,8554,11489
"3.19","Assembly Dist. 28",11834,709,20,249,162,0,5335,2840
"3.19","Assembly Dist. 29",15169,1721,56,219,364,0,8928,13554
"3.19","Assembly Dist. 30",13684,1570,110,304,411,10,7475,10671
"3.19","Assembly Dist. 31",14059,2002,99,300,540,9,8428,16500
"3.19","Assembly Dist. 32",8664,1810,47,193,379,10,6932,18774
"3.19","Assembly Dist. 33",5726,1813,21,111,364,2,6267,17973
"3.19","Assembly Dist. 34",14879,1411,53,214,325,0,7711,10030
