"Month_Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"1.21","Assembly Dist. 11",12144,30,828,177,0,6234,481,2769
"1.21","Assembly Dist. 12",19140,45,1873,336,0,11463,835,13504
"1.21","Assembly Dist. 13",14429,28,2213,430,0,10492,616,18257
"1.21","Assembly Dist. 14",14493,48,1065,197,0,7701,601,5071
"1.21","Assembly Dist. 15",15530,56,1399,283,0,8296,554,6355
"1.21","Assembly Dist. 16",13433,64,1424,334,0,8614,672,5728
"1.21","Assembly Dist. 17",21930,48,1779,356,0,11403,884,9543
"1.21","Assembly Dist. 18",17144,66,1665,354,0,10290,780,8745
"1.21","Assembly Dist. 19",13563,33,2172,350,0,10622,640,17002
"1.21","Assembly Dist. 20",15640,58,1617,359,0,9277,677,9286
"1.21","Assembly Dist. 21",14640,54,1861,358,0,9762,585,12092
"1.21","Assembly Dist. 22",16225,33,2477,443,0,12032,728,18983
"1.21","Assembly Dist. 23",16490,35,3068,489,0,13287,672,24675
"1.21","Assembly Dist. 24",16875,112,1705,544,6,10420,694,8010
"1.21","Assembly Dist. 25",17573,103,2344,620,10,11352,713,20688
"1.21","Assembly Dist. 26",17859,90,2705,757,10,13304,784,23334
"1.21","Assembly Dist. 27",16465,116,2017,596,12,10718,657,12272
"1.21","Assembly Dist. 28",12976,28,912,160,0,6674,531,3239
"1.21","Assembly Dist. 29",16974,49,2163,455,0,11503,704,14993
"1.21","Assembly Dist. 30",15421,98,1896,504,10,10175,683,11542
"1.21","Assembly Dist. 31",15948,88,2370,645,8,11295,696,18043
"1.21","Assembly Dist. 32",8956,42,1997,448,10,8738,452,21204
"1.21","Assembly Dist. 33",5397,19,1885,391,4,7703,306,19852
"1.21","Assembly Dist. 34",16637,57,1769,383,0,9811,668,10977
"1.21","Assembly Dist. 35",21597,51,2768,568,0,17031,1134,17901
"1.21","Assembly Dist. 36",13491,60,3105,561,5,12219,721,24444
"1.21","Assembly Dist. 37",16698,40,2002,360,0,10096,621,15969
"1.21","Assembly Dist. 38",7810,44,2529,561,6,9658,430,22365
"1.21","Assembly Dist. 39",11775,63,2701,619,12,10349,445,28313
"1.21","Assembly Dist. 40",13653,57,2484,609,4,10151,546,20266
"1.21","Assembly Dist. 41",18464,62,2364,511,0,13308,932,14803
"1.21","Assembly Dist. 42",13606,47,1316,265,0,8493,607,7200
"2.22","Assembly Dist. 01",12587,20,1335,247,0,8323,944,7929
"2.22","Assembly Dist. 02",19208,44,2800,491,0,16480,1781,18818
"2.22","Assembly Dist. 03",18104,42,1813,392,0,13059,1480,10282
"2.22","Assembly Dist. 04",16736,36,2404,488,0,13442,1481,17041
"2.22","Assembly Dist. 05",14137,39,1673,346,0,11571,1416,9836
"2.22","Assembly Dist. 06",19035,36,1155,210,0,10244,1336,3317
"2.22","Assembly Dist. 07",18872,40,1498,258,0,11536,1385,7250
"2.22","Assembly Dist. 08",14134,30,1667,345,0,12821,1532,9668
"2.22","Assembly Dist. 09",14255,34,1808,374,0,12877,1454,10808
"2.22","Assembly Dist. 10",13083,43,1395,274,0,9906,1185,8046
"2.22","Assembly Dist. 11",14512,43,1217,229,0,10344,1132,3582
"2.22","Assembly Dist. 12",18847,41,1860,305,0,13581,1524,12227
"2.22","Assembly Dist. 13",17402,29,2641,514,0,14841,1605,19279
"2.22","Assembly Dist. 14",15237,43,1343,257,0,10565,1200,5507
"2.22","Assembly Dist. 15",15223,68,1676,390,0,13122,1380,6332
"2.22","Assembly Dist. 16",16184,49,1822,380,0,13324,1521,10297
"2.22","Assembly Dist. 17",22257,51,1978,399,0,15303,1933,9937
"2.22","Assembly Dist. 18",16619,59,1676,346,0,12791,1463,8107
"2.22","Assembly Dist. 19",11282,28,2444,377,0,12909,1029,21101
"2.22","Assembly Dist. 20",13388,41,1339,311,0,9472,1014,6581
"2.22","Assembly Dist. 21",15326,55,2149,404,0,12679,1298,13029
"2.22","Assembly Dist. 22",15830,33,2548,454,0,14204,1515,17756
"2.22","Assembly Dist. 23",14035,27,2747,401,0,12896,982,20912
"2.22","Assembly Dist. 24",15171,82,1745,477,3,11875,1007,8146
"2.22","Assembly Dist. 25",18543,104,2451,672,8,13187,1143,19095
"2.22","Assembly Dist. 26",15510,68,2582,685,7,13406,1083,21950
"2.22","Assembly Dist. 27",14756,78,1813,518,11,11313,1087,10282
"2.22","Assembly Dist. 28",15098,25,1129,230,0,10598,1239,4210
"2.22","Assembly Dist. 29",14816,43,1892,408,0,12441,1357,11595
"2.22","Assembly Dist. 30",13851,75,1718,469,6,10717,1023,9653
"2.22","Assembly Dist. 31",14589,65,2548,639,8,12532,1204,20346
"2.22","Assembly Dist. 32",8754,29,1897,409,9,9767,681,18569
"2.22","Assembly Dist. 33",6720,26,2389,450,4,11346,656,23775
"2.22","Assembly Dist. 34",13669,43,1507,332,0,10088,1157,9224
"2.22","Assembly Dist. 35",14256,29,2075,402,0,13496,1565,12465
"2.22","Assembly Dist. 36",9294,33,2038,396,0,10598,1023,15727
"2.22","Assembly Dist. 37",18296,43,2297,416,0,13295,1414,15190
"2.22","Assembly Dist. 38",7160,41,2444,579,5,12386,737,21875
"2.22","Assembly Dist. 39",11606,54,2845,687,14,12929,875,29099
"2.22","Assembly Dist. 40",12361,50,2312,566,4,11384,795,18251
"2.22","Assembly Dist. 41",17799,44,2455,515,0,15900,1991,13980
"2.22","Assembly Dist. 42",15587,50,1687,314,0,12556,1449,9245
"1.22","Assembly Dist. 01",12587,20,1335,247,0,8323,944,7929
"1.22","Assembly Dist. 02",19208,44,2800,491,0,16480,1781,18818
"1.22","Assembly Dist. 03",18104,42,1813,392,0,13059,1480,10282
"1.22","Assembly Dist. 04",16736,36,2404,488,0,13442,1481,17041
"1.22","Assembly Dist. 05",14137,39,1673,346,0,11571,1416,9836
"1.22","Assembly Dist. 06",19035,36,1155,210,0,10244,1336,3317
"1.22","Assembly Dist. 07",18872,40,1498,258,0,11536,1385,7250
"1.22","Assembly Dist. 08",14134,30,1667,345,0,12821,1532,9668
"1.22","Assembly Dist. 09",14255,34,1808,374,0,12877,1454,10808
"1.22","Assembly Dist. 10",13083,43,1395,274,0,9906,1185,8046
"1.22","Assembly Dist. 11",14512,43,1217,229,0,10344,1132,3582
"1.22","Assembly Dist. 12",18847,41,1860,305,0,13581,1524,12227
"1.22","Assembly Dist. 13",17402,29,2641,514,0,14841,1605,19279
"1.22","Assembly Dist. 14",15237,43,1343,257,0,10565,1200,5507
"1.22","Assembly Dist. 15",15223,68,1676,390,0,13122,1380,6332
"1.22","Assembly Dist. 16",16184,49,1822,380,0,13324,1521,10297
"1.22","Assembly Dist. 17",22257,51,1978,399,0,15303,1933,9937
"1.22","Assembly Dist. 18",16619,59,1676,346,0,12791,1463,8107
"1.22","Assembly Dist. 19",11282,28,2444,377,0,12909,1029,21101
"1.22","Assembly Dist. 20",13388,41,1339,311,0,9472,1014,6581
"1.22","Assembly Dist. 21",15326,55,2149,404,0,12679,1298,13029
"1.22","Assembly Dist. 22",15830,33,2548,454,0,14204,1515,17756
"1.22","Assembly Dist. 23",14035,27,2747,401,0,12896,982,20912
"1.22","Assembly Dist. 24",15171,82,1745,477,3,11875,1007,8146
"1.22","Assembly Dist. 25",18543,104,2451,672,8,13187,1143,19095
"1.22","Assembly Dist. 26",15510,68,2582,685,7,13406,1083,21950
"1.22","Assembly Dist. 27",14756,78,1813,518,11,11313,1087,10282
"1.22","Assembly Dist. 28",15098,25,1129,230,0,10598,1239,4210
"1.22","Assembly Dist. 29",14816,43,1892,408,0,12441,1357,11595
"1.22","Assembly Dist. 30",13851,75,1718,469,6,10717,1023,9653
"1.22","Assembly Dist. 31",14589,65,2548,639,8,12532,1204,20346
"1.22","Assembly Dist. 32",8754,29,1897,409,9,9767,681,18569
"1.22","Assembly Dist. 33",6720,26,2389,450,4,11346,656,23775
"1.22","Assembly Dist. 34",13669,43,1507,332,0,10088,1157,9224
"1.22","Assembly Dist. 35",14256,29,2075,402,0,13496,1565,12465
"1.22","Assembly Dist. 36",9294,33,2038,396,0,10598,1023,15727
"1.22","Assembly Dist. 37",18296,43,2297,416,0,13295,1414,15190
"1.22","Assembly Dist. 38",7160,41,2444,579,5,12386,737,21875
"1.22","Assembly Dist. 39",11606,54,2845,687,14,12929,875,29099
"1.22","Assembly Dist. 40",12361,50,2312,566,4,11384,795,18251
"1.22","Assembly Dist. 41",17799,44,2455,515,0,15900,1991,13980
"1.22","Assembly Dist. 42",15587,50,1687,314,0,12556,1449,9245
"10.20","Assembly Dist. 01",21116,40,2042,358,0,11073,440,13207
"10.20","Assembly Dist. 02",15784,44,2092,425,0,11018,337,17130
"10.20","Assembly Dist. 03",15467,49,1264,283,0,8101,368,7093
"10.20","Assembly Dist. 04",18811,53,2459,552,0,12464,453,18944
"10.20","Assembly Dist. 05",15689,55,1711,387,0,9649,349,12325
"10.20","Assembly Dist. 06",18963,28,1155,196,0,7468,491,3175
"10.20","Assembly Dist. 07",20377,61,1409,272,0,9020,437,6991
"10.20","Assembly Dist. 08",17606,55,1814,380,0,11842,412,11085
"10.20","Assembly Dist. 09",21853,58,2520,535,0,15325,544,16823
"10.20","Assembly Dist. 10",14215,54,1316,268,0,7638,368,6905
"10.20","Assembly Dist. 11",13115,39,939,190,0,6468,346,3017
"10.20","Assembly Dist. 12",19790,51,1871,348,0,11420,471,13991
"10.20","Assembly Dist. 13",14897,34,2200,442,0,10469,335,18931
"10.20","Assembly Dist. 14",15321,51,1124,206,0,7812,394,5309
"10.20","Assembly Dist. 15",16485,53,1485,311,0,8325,368,6743
"10.20","Assembly Dist. 16",15761,76,1647,400,0,9668,587,6422
"10.20","Assembly Dist. 17",22546,53,1807,373,0,11187,500,9958
"10.20","Assembly Dist. 18",18074,72,1735,370,0,10541,463,9164
"10.20","Assembly Dist. 19",14185,39,2195,353,0,10578,376,17655
"10.20","Assembly Dist. 20",16651,62,1693,396,0,9526,425,9754
"10.20","Assembly Dist. 21",15195,54,1868,384,0,9687,335,12566
"10.20","Assembly Dist. 22",16844,34,2479,437,0,12017,388,19691
"10.20","Assembly Dist. 23",17075,36,2997,498,0,13013,374,25623
"10.20","Assembly Dist. 24",16818,121,1665,539,6,9599,464,7927
"10.20","Assembly Dist. 25",17479,103,2253,588,11,10737,428,20705
"10.20","Assembly Dist. 26",17699,89,2555,737,9,12626,478,23367
"10.20","Assembly Dist. 27",16260,124,1958,551,12,10050,416,12174
"10.20","Assembly Dist. 28",13667,28,954,186,0,6616,338,3363
"10.20","Assembly Dist. 29",17704,51,2212,460,0,11527,399,15589
"10.20","Assembly Dist. 30",15288,103,1849,497,10,9465,429,11432
"10.20","Assembly Dist. 31",15864,87,2304,625,8,10568,404,17881
"10.20","Assembly Dist. 32",9068,42,1977,440,9,8518,308,21297
"10.20","Assembly Dist. 33",5307,18,1757,375,4,7109,195,19121
"10.20","Assembly Dist. 34",17495,63,1793,395,0,9851,370,11562
"10.20","Assembly Dist. 35",22257,53,2752,584,0,16873,559,18381
"10.20","Assembly Dist. 36",13981,65,3121,545,5,11869,416,25043
"10.20","Assembly Dist. 37",17378,45,2020,369,0,10041,336,16602
"10.20","Assembly Dist. 38",8232,49,2611,592,6,9948,310,23256
"10.20","Assembly Dist. 39",11906,62,2580,582,11,9783,257,28410
"10.20","Assembly Dist. 40",13578,60,2380,575,5,9453,338,20309
"10.20","Assembly Dist. 41",19169,68,2363,539,0,13154,497,15353
"10.20","Assembly Dist. 42",14328,48,1344,290,0,8510,334,7578
"10.21","Assembly Dist. 01",19889,32,2090,384,0,12855,1686,12214
"10.21","Assembly Dist. 02",14380,35,2131,399,0,12054,1386,15236
"10.21","Assembly Dist. 03",13912,34,1255,274,0,9362,1167,6346
"10.21","Assembly Dist. 04",17352,44,2484,520,0,13731,1675,17001
"10.21","Assembly Dist. 05",14309,43,1720,357,0,10707,1321,11078
"10.21","Assembly Dist. 06",16500,26,1022,184,0,8785,1219,2824
"10.21","Assembly Dist. 07",18336,43,1340,232,0,10324,1343,6330
"10.21","Assembly Dist. 08",16023,47,1802,360,0,13271,1678,10056
"10.21","Assembly Dist. 09",20227,47,2561,499,0,17277,2257,15456
"10.21","Assembly Dist. 10",12904,43,1243,259,0,9029,1194,6228
"10.21","Assembly Dist. 11",11613,26,874,169,0,7611,887,2647
"10.21","Assembly Dist. 12",18531,42,1908,329,0,13177,1645,13075
"10.21","Assembly Dist. 13",13750,22,2210,427,0,11431,1243,17338
"10.21","Assembly Dist. 14",13799,41,1089,200,0,8982,1114,4755
"10.21","Assembly Dist. 15",14910,49,1425,284,0,9895,1097,6005
"10.21","Assembly Dist. 16",12869,60,1411,346,0,10550,1248,5444
"10.21","Assembly Dist. 17",21343,46,1837,364,0,13527,1835,9258
"10.21","Assembly Dist. 18",16301,59,1643,339,0,11970,1473,8136
"10.21","Assembly Dist. 19",13049,28,2203,345,0,12510,1197,16528
"10.21","Assembly Dist. 20",14767,50,1612,362,0,10558,1358,8685
"10.21","Assembly Dist. 21",13793,43,1861,351,0,10603,1217,11315
"10.21","Assembly Dist. 22",15402,28,2456,427,0,13234,1485,17874
"10.21","Assembly Dist. 23",16063,35,3124,503,0,14821,1381,23689
"10.21","Assembly Dist. 24",15694,104,1670,517,6,11479,1114,7552
"10.21","Assembly Dist. 25",16973,94,2393,615,7,12110,1266,19781
"10.21","Assembly Dist. 26",17349,85,2763,752,9,14451,1381,22511
"10.21","Assembly Dist. 27",15698,105,1966,567,10,11608,1216,11673
"10.21","Assembly Dist. 28",12471,25,892,162,0,8135,1050,3141
"10.21","Assembly Dist. 29",15976,47,2157,447,0,12764,1452,14013
"10.21","Assembly Dist. 30",14754,91,1906,505,9,11285,1216,10920
"10.21","Assembly Dist. 31",15383,78,2377,641,7,12385,1345,17283
"10.21","Assembly Dist. 32",8658,37,2004,466,11,9927,784,20966
"10.21","Assembly Dist. 33",4814,15,1722,340,4,8164,500,18647
"10.21","Assembly Dist. 34",15775,52,1722,378,0,11002,1373,10259
"10.21","Assembly Dist. 35",20971,40,2807,549,0,18689,2372,17241
"10.21","Assembly Dist. 36",12010,47,2851,522,2,13325,1456,22558
"10.21","Assembly Dist. 37",15949,36,2010,340,0,10950,1240,15135
"10.21","Assembly Dist. 38",7360,41,2508,571,5,11668,817,21892
"10.21","Assembly Dist. 39",11233,57,2655,639,11,11646,896,27560
"10.21","Assembly Dist. 40",12933,54,2412,590,4,11420,897,19137
"10.21","Assembly Dist. 41",17612,54,2354,489,0,15182,1997,13948
"10.21","Assembly Dist. 42",12850,42,1317,265,0,9777,1244,6740
"11.19","Assembly Dist. 01",18251,39,1636,312,0,8661,225,11205
"11.19","Assembly Dist. 02",13671,41,1684,349,0,8961,159,14987
"11.19","Assembly Dist. 03",14122,51,1055,237,0,6687,247,6330
"11.19","Assembly Dist. 04",16301,55,2011,467,0,9854,209,16235
"11.19","Assembly Dist. 05",13644,42,1401,348,0,7537,193,10891
"11.19","Assembly Dist. 06",17487,31,885,192,0,6299,474,2760
"11.19","Assembly Dist. 07",18070,52,1148,213,0,7245,303,6039
"11.19","Assembly Dist. 08",14635,45,1406,334,0,8797,187,9033
"11.19","Assembly Dist. 09",17660,43,1878,445,0,11364,214,13520
"11.19","Assembly Dist. 10",12774,36,1117,260,0,6201,223,6157
"11.19","Assembly Dist. 11",11738,36,800,193,0,5493,292,2659
"11.19","Assembly Dist. 12",17032,49,1535,296,0,8915,256,11721
"11.19","Assembly Dist. 13",13358,32,1822,362,0,8598,178,16488
"11.19","Assembly Dist. 14",13735,47,914,161,0,6414,294,4559
"11.19","Assembly Dist. 15",14846,53,1245,292,0,6979,311,5787
"11.19","Assembly Dist. 16",13863,53,1362,375,0,7973,459,5453
"11.19","Assembly Dist. 17",18833,44,1417,302,0,8450,272,8275
"11.19","Assembly Dist. 18",15589,67,1395,350,0,8132,277,7629
"11.19","Assembly Dist. 19",12637,39,1922,302,0,8396,206,15181
"11.19","Assembly Dist. 20",14693,57,1418,357,0,7613,276,8610
"11.19","Assembly Dist. 21",13361,47,1588,353,0,7811,178,10987
"11.19","Assembly Dist. 22",14898,32,2030,415,0,9828,183,17375
"11.19","Assembly Dist. 23",15114,38,2551,450,0,10524,174,22749
"11.19","Assembly Dist. 24",16049,161,1585,547,6,9068,478,7923
"11.19","Assembly Dist. 25",15958,117,2078,545,11,9536,350,19786
"11.19","Assembly Dist. 26",15832,100,2314,683,8,10984,368,22163
"11.19","Assembly Dist. 27",14792,124,1753,510,9,8723,338,11582
"11.19","Assembly Dist. 28",12058,19,759,168,0,5369,247,2883
"11.19","Assembly Dist. 29",15607,49,1826,386,0,9236,224,13655
"11.19","Assembly Dist. 30",14028,101,1650,439,9,7793,311,10725
"11.19","Assembly Dist. 31",14387,99,2028,567,10,8794,294,16591
"11.19","Assembly Dist. 32",8519,39,1787,359,13,6796,187,18647
"11.19","Assembly Dist. 33",4621,14,1377,268,3,4795,76,15264
"11.19","Assembly Dist. 34",15061,49,1450,346,0,7898,207,10099
"11.19","Assembly Dist. 35",18254,37,2077,548,0,12379,233,14569
"11.19","Assembly Dist. 36",12145,69,2705,476,6,9149,170,21184
"11.19","Assembly Dist. 37",15171,36,1764,312,0,8266,193,14765
"11.19","Assembly Dist. 38",8197,54,2536,535,2,7708,194,21897
"11.19","Assembly Dist. 39",11461,84,2643,601,8,8972,148,27046
"11.19","Assembly Dist. 40",12077,69,2092,498,4,7588,236,18540
"11.19","Assembly Dist. 41",15740,53,1801,466,0,9575,186,12501
"11.19","Assembly Dist. 42",12349,47,1097,254,0,6596,185,6329
"11.20","Assembly Dist. 01",21421,40,2104,363,0,11514,530,13430
"11.20","Assembly Dist. 02",15963,45,2152,429,0,11374,432,17327
"11.20","Assembly Dist. 03",15745,48,1316,295,0,8521,439,7231
"11.20","Assembly Dist. 04",19068,53,2525,559,0,12947,567,19223
"11.20","Assembly Dist. 05",15935,56,1765,402,0,10025,446,12517
"11.20","Assembly Dist. 06",19351,29,1177,209,0,7877,553,3280
"11.20","Assembly Dist. 07",20707,59,1446,283,0,9413,516,7119
"11.20","Assembly Dist. 08",17929,57,1870,394,0,12330,558,11352
"11.20","Assembly Dist. 09",22259,62,2615,547,0,15908,705,17205
"11.20","Assembly Dist. 10",14507,54,1371,272,0,8064,463,7058
"11.20","Assembly Dist. 11",13353,37,965,200,0,6763,398,3090
"11.20","Assembly Dist. 12",20071,49,1920,360,0,11859,577,14212
"11.20","Assembly Dist. 13",15039,35,2248,451,0,10811,404,19201
"11.20","Assembly Dist. 14",15630,51,1152,211,0,8188,463,5450
"11.20","Assembly Dist. 15",16782,56,1518,318,0,8787,438,6886
"11.20","Assembly Dist. 16",16037,78,1699,410,0,10103,662,6567
"11.20","Assembly Dist. 17",23008,54,1857,384,0,11776,589,10166
"11.20","Assembly Dist. 18",18388,73,1777,382,0,10982,553,9397
"11.20","Assembly Dist. 19",14399,39,2260,362,0,10960,458,18003
"11.20","Assembly Dist. 20",16901,63,1736,410,0,9966,510,9976
"11.20","Assembly Dist. 21",15357,55,1902,396,0,10070,416,12820
"11.20","Assembly Dist. 22",17006,36,2526,458,0,12410,478,19972
"11.20","Assembly Dist. 23",17195,36,3075,506,0,13485,448,26007
"11.20","Assembly Dist. 24",17003,120,1703,544,6,10163,594,8083
"11.20","Assembly Dist. 25",17590,101,2302,602,11,11096,561,20910
"11.20","Assembly Dist. 26",17902,91,2624,753,9,13086,652,23614
"11.20","Assembly Dist. 27",16522,121,2008,582,12,10487,542,12429
"11.20","Assembly Dist. 28",13986,29,992,188,0,6978,410,3466
"11.20","Assembly Dist. 29",17949,51,2264,473,0,11978,510,15877
"11.20","Assembly Dist. 30",15482,99,1883,511,10,9912,572,11645
"11.20","Assembly Dist. 31",16028,90,2350,641,8,11050,574,18172
"11.20","Assembly Dist. 32",9197,44,2031,453,9,8887,390,21710
"11.20","Assembly Dist. 33",5449,19,1863,394,5,7513,224,19905
"11.20","Assembly Dist. 34",17738,62,1844,404,0,10229,464,11747
"11.20","Assembly Dist. 35",22586,53,2821,610,0,17453,727,18815
"11.20","Assembly Dist. 36",14073,65,3180,565,5,12222,492,25416
"11.20","Assembly Dist. 37",17565,47,2059,377,0,10402,423,16805
"11.20","Assembly Dist. 38",8283,48,2666,601,6,10199,354,23623
"11.20","Assembly Dist. 39",11926,64,2625,592,12,10100,335,28695
"11.20","Assembly Dist. 40",13615,59,2390,589,4,9605,375,20408
"11.20","Assembly Dist. 41",19483,69,2439,558,0,13695,634,15706
"11.20","Assembly Dist. 42",14573,49,1384,302,0,8874,414,7729
"11.21","Assembly Dist. 01",19979,32,2111,388,0,13129,1684,12288
"11.21","Assembly Dist. 02",14414,35,2136,398,0,12251,1379,15278
"11.21","Assembly Dist. 03",13929,34,1264,274,0,9554,1158,6361
"11.21","Assembly Dist. 04",17406,43,2504,525,0,13983,1669,17091
"11.21","Assembly Dist. 05",14357,43,1733,350,0,10921,1320,11102
"11.21","Assembly Dist. 06",16555,26,1042,188,0,8984,1215,2849
"11.21","Assembly Dist. 07",18364,42,1343,234,0,10517,1340,6349
"11.21","Assembly Dist. 08",16060,47,1814,364,0,13558,1667,10080
"11.21","Assembly Dist. 09",20298,48,2600,504,0,17614,2247,15512
"11.21","Assembly Dist. 10",12925,42,1259,259,0,9217,1179,6248
"11.21","Assembly Dist. 11",11664,26,887,171,0,7804,885,2660
"11.21","Assembly Dist. 12",18608,42,1924,333,0,13439,1644,13136
"11.21","Assembly Dist. 13",13755,22,2240,435,0,11576,1235,17392
"11.21","Assembly Dist. 14",13823,41,1101,203,0,9163,1109,4756
"11.21","Assembly Dist. 15",14977,49,1443,283,0,10100,1096,6034
"11.21","Assembly Dist. 16",12919,60,1437,344,0,10810,1241,5467
"11.21","Assembly Dist. 17",21441,46,1858,372,0,13840,1828,9332
"11.21","Assembly Dist. 18",16331,59,1650,339,0,12197,1463,8151
"11.21","Assembly Dist. 19",13073,28,2218,348,0,12743,1193,16601
"11.21","Assembly Dist. 20",14814,50,1633,362,0,10766,1350,8703
"11.21","Assembly Dist. 21",13821,42,1877,352,0,10747,1211,11335
"11.21","Assembly Dist. 22",15423,29,2480,425,0,13473,1484,17948
"11.21","Assembly Dist. 23",16106,36,3143,507,0,15057,1377,23794
"11.21","Assembly Dist. 24",15722,102,1686,522,6,11664,1101,7583
"11.21","Assembly Dist. 25",17041,95,2405,622,7,12280,1247,19837
"11.21","Assembly Dist. 26",17379,85,2779,765,9,14671,1367,22640
"11.21","Assembly Dist. 27",15731,104,1977,566,10,11774,1211,11692
"11.21","Assembly Dist. 28",12526,25,902,163,0,8343,1039,3149
"11.21","Assembly Dist. 29",16015,48,2180,450,0,12976,1444,14046
"11.21","Assembly Dist. 30",14745,91,1938,508,9,11498,1212,10932
"11.21","Assembly Dist. 31",15426,76,2396,655,7,12594,1330,17371
"11.21","Assembly Dist. 32",8634,34,2015,466,11,10122,771,21010
"11.21","Assembly Dist. 33",4800,16,1741,346,4,8354,488,18749
"11.21","Assembly Dist. 34",15787,50,1735,381,0,11204,1367,10282
"11.21","Assembly Dist. 35",21042,41,2837,554,0,19041,2362,17334
"11.21","Assembly Dist. 36",11950,47,2826,522,2,13533,1422,22449
"11.21","Assembly Dist. 37",15978,36,2016,351,0,11121,1237,15142
"11.21","Assembly Dist. 38",7329,41,2518,571,5,11882,813,21918
"11.21","Assembly Dist. 39",11197,56,2633,639,11,11798,887,27532
"11.21","Assembly Dist. 40",12928,54,2423,596,4,11550,889,19188
"11.21","Assembly Dist. 41",17684,55,2386,492,0,15508,1987,14017
"11.21","Assembly Dist. 42",12880,42,1326,265,0,9990,1239,6755
"12.20","Assembly Dist. 01",20883,38,2054,355,0,11329,636,13060
"12.20","Assembly Dist. 02",15493,44,2113,414,0,11139,523,16805
"12.20","Assembly Dist. 03",15163,45,1254,290,0,8239,493,6994
"12.20","Assembly Dist. 04",18456,47,2454,539,0,12597,670,18665
"12.20","Assembly Dist. 05",15377,53,1712,380,0,9732,525,12127
"12.20","Assembly Dist. 06",18142,26,1056,190,0,7357,562,3041
"12.20","Assembly Dist. 07",19880,54,1380,263,0,9127,577,6896
"12.20","Assembly Dist. 08",17274,55,1807,371,0,11984,664,10990
"12.20","Assembly Dist. 09",21544,59,2568,532,0,15583,853,16728
"12.20","Assembly Dist. 10",13855,52,1295,254,0,7807,527,6804
"12.20","Assembly Dist. 11",12610,34,882,184,0,6411,420,2889
"12.20","Assembly Dist. 12",19530,47,1871,344,0,11592,689,13881
"12.20","Assembly Dist. 13",14705,30,2211,438,0,10609,488,18748
"12.20","Assembly Dist. 14",14959,49,1088,200,0,7863,502,5247
"12.20","Assembly Dist. 15",15993,56,1429,291,0,8412,478,6571
"12.20","Assembly Dist. 16",14804,72,1536,370,0,9364,639,6182
"12.20","Assembly Dist. 17",22340,51,1796,360,0,11542,712,9822
"12.20","Assembly Dist. 18",17662,68,1692,363,0,10557,651,9082
"12.20","Assembly Dist. 19",13884,36,2189,354,0,10717,530,17476
"12.20","Assembly Dist. 20",16207,60,1658,384,0,9548,565,9607
"12.20","Assembly Dist. 21",14954,54,1848,378,0,9832,493,12447
"12.20","Assembly Dist. 22",16526,37,2488,440,0,12122,589,19529
"12.20","Assembly Dist. 23",16786,35,3007,495,0,13309,534,25418
"12.20","Assembly Dist. 24",16928,115,1705,546,6,10269,635,8067
"12.20","Assembly Dist. 25",17574,103,2312,611,11,11150,618,20873
"12.20","Assembly Dist. 26",17863,91,2648,751,9,13081,694,23598
"12.20","Assembly Dist. 27",16453,117,2005,590,12,10531,586,12400
"12.20","Assembly Dist. 28",13358,28,951,166,0,6742,441,3333
"12.20","Assembly Dist. 29",17364,51,2192,463,0,11674,587,15469
"12.20","Assembly Dist. 30",15470,100,1897,505,10,9990,610,11632
"12.20","Assembly Dist. 31",15978,88,2363,631,8,11109,621,18155
"12.20","Assembly Dist. 32",9132,43,2023,460,10,8916,421,21664
"12.20","Assembly Dist. 33",5385,19,1852,389,5,7536,259,19851
"12.20","Assembly Dist. 34",17068,59,1782,390,0,9943,547,11364
"12.20","Assembly Dist. 35",22026,53,2757,586,0,17127,909,18402
"12.20","Assembly Dist. 36",13806,59,3106,564,4,12242,579,25063
"12.20","Assembly Dist. 37",17017,44,2007,361,0,10205,505,16431
"12.20","Assembly Dist. 38",8272,48,2669,606,6,10405,394,23654
"12.20","Assembly Dist. 39",11907,63,2647,602,12,10236,391,28685
"12.20","Assembly Dist. 40",13661,57,2421,593,4,9976,474,20438
"12.20","Assembly Dist. 41",18797,63,2364,531,0,13384,737,15264
"12.20","Assembly Dist. 42",13952,47,1329,282,0,8620,484,7454
"12.21","Assembly Dist. 01",12572,19,1330,245,0,8185,957,7911
"12.21","Assembly Dist. 02",19186,44,2787,494,0,16252,1817,18799
"12.21","Assembly Dist. 03",18116,42,1792,391,0,12853,1500,10249
"12.21","Assembly Dist. 04",16709,38,2390,486,0,13268,1530,16965
"12.21","Assembly Dist. 05",14130,39,1662,346,0,11358,1428,9817
"12.21","Assembly Dist. 06",19036,37,1159,206,0,10074,1341,3302
"12.21","Assembly Dist. 07",18818,40,1491,259,0,11333,1394,7258
"12.21","Assembly Dist. 08",12985,29,1526,319,0,11622,1407,8849
"12.21","Assembly Dist. 09",14215,34,1795,370,0,12671,1473,10770
"12.21","Assembly Dist. 10",13071,43,1389,277,0,9738,1202,8008
"12.21","Assembly Dist. 11",14471,43,1200,223,0,10154,1151,3562
"12.21","Assembly Dist. 12",18852,42,1851,301,0,13384,1548,12214
"12.21","Assembly Dist. 13",17319,32,2640,511,0,14583,1628,19222
"12.21","Assembly Dist. 14",14582,43,1287,247,0,10008,1178,5328
"12.21","Assembly Dist. 15",16294,70,1750,415,0,13515,1444,6756
